ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion,is_zero_spend,ctr,cpc,cost_per_total_conv,cost_per_approved_conv,click_to_enquiry_rate,enquiry_to_purchase_rate,purchased
951677,936,123706,35-39,F,27,2563,1,1.480000019,1,0,False,0.0004,1.48,1.48,,1.0,0.0,0
951692,936,123709,35-39,F,10,1107,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951715,936,123713,45-49,F,64,10677,5,7.269999981,1,0,False,0.0005,1.454,7.27,,0.2,0.0,0
951756,936,123720,35-39,F,22,2189,1,0.409999996,1,0,False,0.0005,0.41,0.41,,1.0,0.0,0
951779,936,123723,45-49,F,27,3277,2,2.680000067,1,0,False,0.0006,1.34,2.68,,0.5,0.0,0
951782,936,123724,45-49,F,26,781,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951810,936,123729,35-39,F,16,2226,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951812,936,123729,35-39,F,16,16274,4,6.079999924,2,0,False,0.0002,1.52,3.04,,0.5,0.0,0
951837,936,123733,45-49,F,20,2077,1,1.50999999,1,1,False,0.0005,1.51,1.51,1.51,1.0,1.0,1
951853,936,123736,30-34,F,20,529,0,0.0,0,0,True,0.0,,,,,,0
951854,936,123736,30-34,F,20,487,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
951856,936,123736,30-34,F,20,4626,2,2.099999905,2,0,False,0.0004,1.05,1.05,,1.0,0.0,0
951941,936,123750,30-34,F,28,2764,1,1.559999943,1,1,False,0.0004,1.56,1.56,1.56,1.0,1.0,1
952001,936,123760,45-49,F,10,5447,2,2.960000038,1,0,False,0.0004,1.48,2.96,,0.5,0.0,0
952031,936,123765,40-44,F,16,28169,8,12.36999989,1,1,False,0.0003,1.5462,12.37,12.37,0.125,1.0,1
952080,936,123774,40-44,F,27,415,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
952100,936,123777,35-39,F,29,810,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
1121091,1178,144531,30-34,M,10,1194718,141,254.049996,28,14,False,0.0001,1.8018,9.0732,18.1464,0.1986,0.5,1
1121092,1178,144531,30-34,M,10,637648,67,122.4,13,5,False,0.0001,1.8269,9.4154,24.48,0.194,0.3846,1
1121094,1178,144531,30-34,M,10,24362,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
1121095,1178,144531,30-34,M,10,459690,50,86.33000112,5,2,False,0.0001,1.7266,17.266,43.165,0.1,0.4,1
1121096,1178,144531,30-34,M,10,750060,86,161.9099991,11,2,False,0.0001,1.8827,14.7191,80.955,0.1279,0.1818,1
1121097,1178,144532,30-34,M,15,30068,1,1.820000052,1,0,False,0.0,1.82,1.82,,1.0,0.0,0
1121098,1178,144532,30-34,M,15,1267550,123,236.7699986,24,10,False,0.0001,1.925,9.8654,23.677,0.1951,0.4167,1
1121100,1178,144532,30-34,M,15,3052003,340,639.9499981,60,17,False,0.0001,1.8822,10.6658,37.6441,0.1765,0.2833,1
1121101,1178,144532,30-34,M,15,29945,1,1.590000033,2,1,False,0.0,1.59,0.795,1.59,2.0,0.5,1
1121102,1178,144532,30-34,M,15,357856,30,52.97000015,7,3,False,0.0001,1.7657,7.5671,17.6567,0.2333,0.4286,1
1121104,1178,144533,30-34,M,16,2080666,202,360.1500015,40,21,False,0.0001,1.7829,9.0038,17.15,0.198,0.525,1
1121105,1178,144533,30-34,M,16,145999,9,16.5200001,5,2,False,0.0001,1.8356,3.304,8.26,0.5556,0.4,1
1121107,1178,144533,30-34,M,16,32616,1,1.539999962,2,0,False,0.0,1.54,0.77,,2.0,0.0,0
1121108,1178,144533,30-34,M,16,984521,95,163.8999972,26,14,False,0.0001,1.7253,6.3038,11.7071,0.2737,0.5385,1
1121110,1178,144534,30-34,M,18,880814,123,210.3600006,6,2,False,0.0001,1.7102,35.06,105.18,0.0488,0.3333,1
1121111,1178,144534,30-34,M,18,182452,20,35.73000026,4,1,False,0.0001,1.7865,8.9325,35.73,0.2,0.25,1
1121113,1178,144534,30-34,M,18,894911,120,215.8399994,7,4,False,0.0001,1.7987,30.8343,53.96,0.0583,0.5714,1
1121114,1178,144534,30-34,M,18,31349,2,3.800000072,1,0,False,0.0001,1.9,3.8,,0.5,0.0,0
1121115,1178,144535,30-34,M,19,410310,55,96.80000055,3,0,False,0.0001,1.76,32.2667,,0.0545,0.0,0
1121116,1178,144535,30-34,M,19,572450,89,157.329998,7,4,False,0.0002,1.7678,22.4757,39.3325,0.0787,0.5714,1
1121117,1178,144535,30-34,M,19,98759,15,26.56999946,1,1,False,0.0002,1.7713,26.57,26.57,0.0667,1.0,1
1121119,1178,144535,30-34,M,19,345371,54,93.08999991,7,3,False,0.0002,1.7239,13.2986,31.03,0.1296,0.4286,1
1121121,1178,144536,30-34,M,20,323899,46,78.9200002,5,1,False,0.0001,1.7157,15.784,78.92,0.1087,0.2,1
1121122,1178,144536,30-34,M,20,399199,58,103.1500002,3,0,False,0.0001,1.7784,34.3833,,0.0517,0.0,0
1121123,1178,144536,30-34,M,20,171202,22,36.53000021,3,1,False,0.0001,1.6605,12.1767,36.53,0.1364,0.3333,1
1121124,1178,144536,30-34,M,20,128386,15,28.85000002,2,1,False,0.0001,1.9233,14.425,28.85,0.1333,0.5,1
1121125,1178,144536,30-34,M,20,1034284,152,257.7099986,20,9,False,0.0001,1.6955,12.8855,28.6344,0.1316,0.45,1
1121126,1178,144536,30-34,M,20,45923,5,7.220000148,2,0,False,0.0001,1.444,3.61,,0.4,0.0,0
1121127,1178,144537,30-34,M,21,40873,4,7.899999976,2,1,False,0.0001,1.975,3.95,7.9,0.5,0.5,1
1121128,1178,144537,30-34,M,21,286553,34,62.06000042,2,1,False,0.0001,1.8253,31.03,62.06,0.0588,0.5,1
1121129,1178,144537,30-34,M,21,20618,1,2.099999905,2,1,False,0.0,2.1,1.05,2.1,2.0,0.5,1
1121131,1178,144537,30-34,M,21,83591,7,14.14000046,2,2,False,0.0001,2.02,7.07,7.07,0.2857,1.0,1
1121132,1178,144537,30-34,M,21,114923,12,23.73000026,4,2,False,0.0001,1.9775,5.9325,11.865,0.3333,0.5,1
1121133,1178,144538,30-34,M,22,25002,1,1.710000038,1,0,False,0.0,1.71,1.71,,1.0,0.0,0
1121134,1178,144538,30-34,M,22,68905,5,9.440000057,1,0,False,0.0001,1.888,9.44,,0.2,0.0,0
1121136,1178,144538,30-34,M,22,169588,16,27.79999924,1,0,False,0.0001,1.7375,27.8,,0.0625,0.0,0
1121138,1178,144538,30-34,M,22,328991,35,67.65000057,5,2,False,0.0001,1.9329,13.53,33.825,0.1429,0.4,1
1121141,1178,144539,30-34,M,23,23198,2,2.980000019,1,0,False,0.0001,1.49,2.98,,0.5,0.0,0
1121142,1178,144539,30-34,M,23,26890,2,3.24000001,1,0,False,0.0001,1.62,3.24,,0.5,0.0,0
1121143,1178,144539,30-34,M,23,221695,31,52.26000011,5,2,False,0.0001,1.6858,10.452,26.13,0.1613,0.4,1
1121152,1178,144541,30-34,M,24,88443,7,13.0400002,1,1,False,0.0001,1.8629,13.04,13.04,0.1429,1.0,1
1121153,1178,144541,30-34,M,24,187856,23,38.38999975,5,1,False,0.0001,1.6691,7.678,38.39,0.2174,0.2,1
1121164,1178,144545,30-34,M,25,570699,80,138.7699997,9,2,False,0.0001,1.7346,15.4189,69.385,0.1125,0.2222,1
1121167,1178,144545,30-34,M,25,1063508,145,260.3800013,23,7,False,0.0001,1.7957,11.3209,37.1971,0.1586,0.3043,1
1121168,1178,144545,30-34,M,25,50523,6,8.549999952,1,0,False,0.0001,1.425,8.55,,0.1667,0.0,0
1121172,1178,144547,30-34,M,26,87935,9,15.63000023,1,0,False,0.0001,1.7367,15.63,,0.1111,0.0,0
1121173,1178,144547,30-34,M,26,278225,33,60.19999957,3,0,False,0.0001,1.8242,20.0667,,0.0909,0.0,0
1121175,1178,144547,30-34,M,26,209461,20,34.19000006,1,0,False,0.0001,1.7095,34.19,,0.05,0.0,0
1121177,1178,144547,30-34,M,26,26316,2,3.24000001,3,0,False,0.0001,1.62,1.08,,1.5,0.0,0
1121181,1178,144549,30-34,M,27,41030,3,5.140000105,2,1,False,0.0001,1.7133,2.57,5.14,0.6667,0.5,1
1121182,1178,144549,30-34,M,27,876671,120,216.5599982,22,4,False,0.0001,1.8047,9.8436,54.14,0.1833,0.1818,1
1121183,1178,144549,30-34,M,27,399392,53,93.07000041,5,0,False,0.0001,1.756,18.614,,0.0943,0.0,0
1121184,1178,144549,30-34,M,27,283858,30,56.05999923,1,0,False,0.0001,1.8687,56.06,,0.0333,0.0,0
1121185,1178,144549,30-34,M,27,260699,31,54.09999871,5,2,False,0.0001,1.7452,10.82,27.05,0.1613,0.4,1
1121193,1178,144552,30-34,M,28,57781,5,7.800000072,2,1,False,0.0001,1.56,3.9,7.8,0.4,0.5,1
1121195,1178,144552,30-34,M,28,38757,3,5.220000029,1,0,False,0.0001,1.74,5.22,,0.3333,0.0,0
1121196,1178,144552,30-34,M,28,1392288,206,358.5500029,31,7,False,0.0001,1.7405,11.5661,51.2214,0.1505,0.2258,1
1121197,1178,144552,30-34,M,28,1109387,159,280.9899995,13,2,False,0.0001,1.7672,21.6146,140.495,0.0818,0.1538,1
1121202,1178,144554,30-34,M,29,581281,65,115.1200008,10,5,False,0.0001,1.7711,11.512,23.024,0.1538,0.5,1
1121203,1178,144554,30-34,M,29,1048861,128,219.770002,22,8,False,0.0001,1.717,9.9895,27.4713,0.1719,0.3636,1
1121205,1178,144554,30-34,M,29,297452,30,52.01999986,4,1,False,0.0001,1.734,13.005,52.02,0.1333,0.25,1
1121206,1178,144554,30-34,M,29,227925,22,35.30999994,22,12,False,0.0001,1.605,1.605,2.9425,1.0,0.5455,1
1121207,1178,144554,30-34,M,29,374175,38,63.32000101,8,3,False,0.0001,1.6663,7.915,21.1067,0.2105,0.375,1
1121211,1178,144556,30-34,M,30,223586,32,54.24000037,1,0,False,0.0001,1.695,54.24,,0.0312,0.0,0
1121213,1178,144556,30-34,M,30,283170,39,65.22999996,2,1,False,0.0001,1.6726,32.615,65.23,0.0513,0.5,1
1121215,1178,144556,30-34,M,30,41636,3,4.210000038,1,0,False,0.0001,1.4033,4.21,,0.3333,0.0,0
1121216,1178,144556,30-34,M,30,198658,30,48.60999978,8,1,False,0.0002,1.6203,6.0762,48.61,0.2667,0.125,1
1121220,1178,144558,30-34,M,31,100596,10,13.91999972,4,2,False,0.0001,1.392,3.48,6.96,0.4,0.5,1
1121223,1178,144558,30-34,M,31,64020,5,11.0599997,1,0,False,0.0001,2.212,11.06,,0.2,0.0,0
1121224,1178,144558,30-34,M,31,14289,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121229,1178,144561,30-34,M,32,404866,43,87.42000079,4,0,False,0.0001,2.033,21.855,,0.093,0.0,0
1121231,1178,144561,30-34,M,32,22256,1,1.659999967,1,1,False,0.0,1.66,1.66,1.66,1.0,1.0,1
1121233,1178,144561,30-34,M,32,57690,4,6.74000001,1,0,False,0.0001,1.685,6.74,,0.25,0.0,0
1121241,1178,144562,30-34,M,36,24952,5,8.220000267,3,2,False,0.0002,1.644,2.74,4.11,0.6,0.6667,1
1121242,1178,144562,30-34,M,36,38900,3,5.580000043,1,0,False,0.0001,1.86,5.58,,0.3333,0.0,0
1121243,1178,144562,30-34,M,36,53520,6,9.2299999,1,1,False,0.0001,1.5383,9.23,9.23,0.1667,1.0,1
1121244,1178,144562,30-34,M,36,181683,20,34.22999972,2,1,False,0.0001,1.7115,17.115,34.23,0.1,0.5,1
1121245,1178,144562,30-34,M,36,29185,2,3.149999976,1,0,False,0.0001,1.575,3.15,,0.5,0.0,0
1121246,1178,144562,30-34,M,36,105047,13,20.2099994,3,1,False,0.0001,1.5546,6.7367,20.21,0.2308,0.3333,1
1121250,1178,144565,30-34,M,63,287976,31,59.43999982,3,2,False,0.0001,1.9174,19.8133,29.72,0.0968,0.6667,1
1121251,1178,144565,30-34,M,63,212175,22,38.58999968,2,1,False,0.0001,1.7541,19.295,38.59,0.0909,0.5,1
1121252,1178,144565,30-34,M,63,11139,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
1121254,1178,144565,30-34,M,63,124005,11,21.84999979,4,1,False,0.0001,1.9864,5.4625,21.85,0.3636,0.25,1
1121255,1178,144565,30-34,M,63,20423,1,1.960000038,1,0,False,0.0,1.96,1.96,,1.0,0.0,0
1121261,1178,144567,30-34,M,64,103001,14,22.32000005,1,0,False,0.0001,1.5943,22.32,,0.0714,0.0,0
1121262,1178,144567,30-34,M,64,447420,66,110.2399991,7,2,False,0.0001,1.6703,15.7486,55.12,0.1061,0.2857,1
1121263,1178,144567,30-34,M,64,156101,19,29.75000048,2,2,False,0.0001,1.5658,14.875,14.875,0.1053,1.0,1
1121264,1178,144567,30-34,M,64,93015,12,18.47000015,1,0,False,0.0001,1.5392,18.47,,0.0833,0.0,0
1121265,1178,144568,30-34,M,65,145398,23,36.24000025,1,0,False,0.0002,1.5757,36.24,,0.0435,0.0,0
1121269,1178,144568,30-34,M,65,296413,50,76.43999958,3,1,False,0.0002,1.5288,25.48,76.44,0.06,0.3333,1
1121273,1178,144569,30-34,M,2,9370,0,0.0,1,1,True,0.0,,0.0,0.0,,1.0,1
1121274,1178,144569,30-34,M,2,63785,7,11.80000019,6,2,False,0.0001,1.6857,1.9667,5.9,0.8571,0.3333,1
1121275,1178,144569,30-34,M,2,118522,14,26.81999981,2,1,False,0.0001,1.9157,13.41,26.82,0.1429,0.5,1
1121276,1178,144569,30-34,M,2,240123,38,65.67000115,5,4,False,0.0002,1.7282,13.134,16.4175,0.1316,0.8,1
1121277,1178,144570,30-34,M,7,169108,20,32.24000025,2,1,False,0.0001,1.612,16.12,32.24,0.1,0.5,1
1121278,1178,144570,30-34,M,7,1044442,142,245.5999999,22,8,False,0.0001,1.7296,11.1636,30.7,0.1549,0.3636,1
1121279,1178,144570,30-34,M,7,93891,11,17.6400001,5,3,False,0.0001,1.6036,3.528,5.88,0.4545,0.6,1
1121282,1178,144570,30-34,M,7,185823,25,38.54999936,4,1,False,0.0001,1.542,9.6375,38.55,0.16,0.25,1
1121284,1178,144571,30-34,M,66,175631,23,40.75999951,1,0,False,0.0001,1.7722,40.76,,0.0435,0.0,0
1121285,1178,144571,30-34,M,66,37187,4,6.370000005,1,0,False,0.0001,1.5925,6.37,,0.25,0.0,0
1121286,1178,144571,30-34,M,66,10991,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121287,1178,144571,30-34,M,66,344618,51,89.76000047,3,1,False,0.0001,1.76,29.92,89.76,0.0588,0.3333,1
1121289,1178,144572,35-39,M,10,98066,9,16.1500001,1,0,False,0.0001,1.7944,16.15,,0.1111,0.0,0
1121290,1178,144572,35-39,M,10,770749,100,189.1299984,13,3,False,0.0001,1.8913,14.5485,63.0433,0.13,0.2308,1
1121291,1178,144572,35-39,M,10,52553,5,8.529999852,1,0,False,0.0001,1.706,8.53,,0.2,0.0,0
1121292,1178,144572,35-39,M,10,362296,39,67.77000129,7,3,False,0.0001,1.7377,9.6814,22.59,0.1795,0.4286,1
1121293,1178,144572,35-39,M,10,427729,50,96.8999989,4,1,False,0.0001,1.938,24.225,96.9,0.08,0.25,1
1121296,1178,144573,35-39,M,15,180351,21,37.13000011,1,1,False,0.0001,1.7681,37.13,37.13,0.0476,1.0,1
1121297,1178,144573,35-39,M,15,187329,29,53.15999961,2,1,False,0.0002,1.8331,26.58,53.16,0.069,0.5,1
1121300,1178,144573,35-39,M,15,782894,118,192.9299995,5,2,False,0.0002,1.635,38.586,96.465,0.0424,0.4,1
1121302,1178,144574,35-39,M,16,1206533,128,236.1199988,17,6,False,0.0001,1.8447,13.8894,39.3533,0.1328,0.3529,1
1121303,1178,144574,35-39,M,16,84494,7,12.57000017,2,0,False,0.0001,1.7957,6.285,,0.2857,0.0,0
1121304,1178,144574,35-39,M,16,94257,7,12.5800004,1,1,False,0.0001,1.7971,12.58,12.58,0.1429,1.0,1
1121309,1178,144575,35-39,M,18,131060,16,28.04999959,2,1,False,0.0001,1.7531,14.025,28.05,0.125,0.5,1
1121310,1178,144575,35-39,M,18,341603,50,83.48000121,4,2,False,0.0001,1.6696,20.87,41.74,0.08,0.5,1
1121311,1178,144575,35-39,M,18,140749,19,30.4799999,1,1,False,0.0001,1.6042,30.48,30.48,0.0526,1.0,1
1121312,1178,144575,35-39,M,18,102525,13,20.29999983,2,1,False,0.0001,1.5615,10.15,20.3,0.1538,0.5,1
1121316,1178,144576,35-39,M,19,447952,68,131.5799983,8,1,False,0.0002,1.935,16.4475,131.58,0.1176,0.125,1
1121317,1178,144576,35-39,M,19,76355,9,14.62999988,2,0,False,0.0001,1.6256,7.315,,0.2222,0.0,0
1121319,1178,144577,35-39,M,20,256598,38,64.46999931,6,1,False,0.0001,1.6966,10.745,64.47,0.1579,0.1667,1
1121321,1178,144577,35-39,M,20,127476,21,30.15000057,3,2,False,0.0002,1.4357,10.05,15.075,0.1429,0.6667,1
1121322,1178,144577,35-39,M,20,237603,37,62.25000024,5,2,False,0.0002,1.6824,12.45,31.125,0.1351,0.4,1
1121327,1178,144578,35-39,M,21,271091,42,78.03999984,3,1,False,0.0002,1.8581,26.0133,78.04,0.0714,0.3333,1
1121330,1178,144578,35-39,M,21,21743,2,3.400000095,1,0,False,0.0001,1.7,3.4,,0.5,0.0,0
1121333,1178,144579,35-39,M,22,88970,10,14.8300004,2,0,False,0.0001,1.483,7.415,,0.2,0.0,0
1121334,1178,144579,35-39,M,22,108362,13,22.42999983,1,1,False,0.0001,1.7254,22.43,22.43,0.0769,1.0,1
1121335,1178,144579,35-39,M,22,188596,27,44.14000034,3,0,False,0.0001,1.6348,14.7133,,0.1111,0.0,0
1121336,1178,144579,35-39,M,22,275080,43,69.65999997,4,3,False,0.0002,1.62,17.415,23.22,0.093,0.75,1
1121337,1178,144580,35-39,M,23,64647,10,16.26999998,1,0,False,0.0002,1.627,16.27,,0.1,0.0,0
1121338,1178,144580,35-39,M,23,31265,4,5.789999902,1,0,False,0.0001,1.4475,5.79,,0.25,0.0,0
1121340,1178,144580,35-39,M,23,140147,24,42.08000016,2,0,False,0.0002,1.7533,21.04,,0.0833,0.0,0
1121341,1178,144580,35-39,M,23,223120,40,67.66999984,1,0,False,0.0002,1.6917,67.67,,0.025,0.0,0
1121342,1178,144580,35-39,M,23,104869,18,34.07000089,1,0,False,0.0002,1.8928,34.07,,0.0556,0.0,0
1121344,1178,144581,35-39,M,24,165177,23,41.71999967,4,1,False,0.0001,1.8139,10.43,41.72,0.1739,0.25,1
1121345,1178,144581,35-39,M,24,84194,11,19.56999981,1,0,False,0.0001,1.7791,19.57,,0.0909,0.0,0
1121347,1178,144581,35-39,M,24,220581,31,57.37,1,1,False,0.0001,1.8506,57.37,57.37,0.0323,1.0,1
1121350,1178,144582,35-39,M,25,75804,10,17.36999965,2,1,False,0.0001,1.737,8.685,17.37,0.2,0.5,1
1121352,1178,144582,35-39,M,25,368986,59,100.289999,0,0,False,0.0002,1.6998,,,0.0,,0
1121353,1178,144582,35-39,M,25,28194,3,3.709999919,2,0,False,0.0001,1.2367,1.855,,0.6667,0.0,0
1121355,1178,144583,35-39,M,26,99961,14,23.2099998,1,0,False,0.0001,1.6579,23.21,,0.0714,0.0,0
1121359,1178,144583,35-39,M,26,7573,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121361,1178,144584,35-39,M,27,685781,103,177.8899992,10,1,False,0.0002,1.7271,17.789,177.89,0.0971,0.1,1
1121364,1178,144584,35-39,M,27,274222,43,66.7700001,2,1,False,0.0002,1.5528,33.385,66.77,0.0465,0.5,1
1121365,1178,144584,35-39,M,27,110503,25,32.67999995,4,0,False,0.0002,1.3072,8.17,,0.16,0.0,0
1121367,1178,144585,35-39,M,28,1447755,233,420.5799983,11,8,False,0.0002,1.8051,38.2345,52.5725,0.0472,0.7273,1
1121368,1178,144585,35-39,M,28,358987,52,87.55000067,1,0,False,0.0001,1.6837,87.55,,0.0192,0.0,0
1121369,1178,144585,35-39,M,28,826205,125,232.3700008,5,1,False,0.0002,1.859,46.474,232.37,0.04,0.2,1
1121370,1178,144585,35-39,M,28,550954,84,150.1400012,3,0,False,0.0002,1.7874,50.0467,,0.0357,0.0,0
1121372,1178,144585,35-39,M,28,378350,55,96.48000073,4,0,False,0.0001,1.7542,24.12,,0.0727,0.0,0
1121373,1178,144586,35-39,M,29,492784,56,95.5100013,7,4,False,0.0001,1.7055,13.6443,23.8775,0.125,0.5714,1
1121374,1178,144586,35-39,M,29,327158,43,72.3100003,6,2,False,0.0001,1.6816,12.0517,36.155,0.1395,0.3333,1
1121375,1178,144586,35-39,M,29,9921,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121377,1178,144586,35-39,M,29,59390,5,9.209999919,5,3,False,0.0001,1.842,1.842,3.07,1.0,0.6,1
1121378,1178,144586,35-39,M,29,1040330,147,254.2500038,13,2,False,0.0001,1.7296,19.5577,127.125,0.0884,0.1538,1
1121379,1178,144587,35-39,M,30,49422,6,11.17000031,1,0,False,0.0001,1.8617,11.17,,0.1667,0.0,0
1121380,1178,144587,35-39,M,30,131091,18,34.23000026,3,1,False,0.0001,1.9017,11.41,34.23,0.1667,0.3333,1
1121381,1178,144587,35-39,M,30,95691,15,25.26000011,1,1,False,0.0002,1.684,25.26,25.26,0.0667,1.0,1
1121390,1178,144588,35-39,M,31,15513,1,1.289999962,1,0,False,0.0001,1.29,1.29,,1.0,0.0,0
1121391,1178,144589,35-39,M,32,382537,63,113.9900012,4,3,False,0.0002,1.8094,28.4975,37.9967,0.0635,0.75,1
1121394,1178,144589,35-39,M,32,461356,64,121.0999982,6,3,False,0.0001,1.8922,20.1833,40.3667,0.0938,0.5,1
1121395,1178,144589,35-39,M,32,392541,53,98.70000017,3,2,False,0.0001,1.8623,32.9,49.35,0.0566,0.6667,1
1121398,1178,144590,35-39,M,36,35088,5,8.800000072,1,1,False,0.0001,1.76,8.8,8.8,0.2,1.0,1
1121400,1178,144590,35-39,M,36,53933,6,9.929999948,3,1,False,0.0001,1.655,3.31,9.93,0.5,0.3333,1
1121403,1178,144591,35-39,M,63,228861,33,53.38999939,4,2,False,0.0001,1.6179,13.3475,26.695,0.1212,0.5,1
1121405,1178,144591,35-39,M,63,20959,2,3.769999981,1,1,False,0.0001,1.885,3.77,3.77,0.5,1.0,1
1121410,1178,144592,35-39,M,64,24992,2,3.190000057,1,0,False,0.0001,1.595,3.19,,0.5,0.0,0
1121411,1178,144592,35-39,M,64,100351,15,24.17999995,2,1,False,0.0001,1.612,12.09,24.18,0.1333,0.5,1
1121412,1178,144592,35-39,M,64,292448,43,76.89999968,2,1,False,0.0001,1.7884,38.45,76.9,0.0465,0.5,1
1121413,1178,144592,35-39,M,64,65060,7,14.5200001,1,1,False,0.0001,2.0743,14.52,14.52,0.1429,1.0,1
1121414,1178,144592,35-39,M,64,133316,21,36.17000055,2,0,False,0.0002,1.7224,18.085,,0.0952,0.0,0
1121415,1178,144593,35-39,M,65,113501,26,38.44000077,5,4,False,0.0002,1.4785,7.688,9.61,0.1923,0.8,1
1121418,1178,144593,35-39,M,65,192810,41,61.92999995,4,3,False,0.0002,1.5105,15.4825,20.6433,0.0976,0.75,1
1121421,1178,144594,35-39,M,2,233404,43,70.4100008,2,1,False,0.0002,1.6374,35.205,70.41,0.0465,0.5,1
1121422,1178,144594,35-39,M,2,128843,24,37.5999999,2,0,False,0.0002,1.5667,18.8,,0.0833,0.0,0
1121423,1178,144594,35-39,M,2,63564,12,20.59000027,2,0,False,0.0002,1.7158,10.295,,0.1667,0.0,0
1121425,1178,144594,35-39,M,2,85970,14,24.78000021,1,1,False,0.0002,1.77,24.78,24.78,0.0714,1.0,1
1121428,1178,144595,35-39,M,7,131232,16,29.53999937,1,1,False,0.0001,1.8462,29.54,29.54,0.0625,1.0,1
1121429,1178,144595,35-39,M,7,152454,22,37.84999979,1,1,False,0.0001,1.7205,37.85,37.85,0.0455,1.0,1
1121430,1178,144595,35-39,M,7,28989,2,2.290000021,1,0,False,0.0001,1.145,2.29,,0.5,0.0,0
1121433,1178,144596,35-39,M,66,80248,15,24.1900003,1,1,False,0.0002,1.6127,24.19,24.19,0.0667,1.0,1
1121437,1178,144596,35-39,M,66,38580,5,8.519999981,1,0,False,0.0001,1.704,8.52,,0.2,0.0,0
1121439,1178,144597,40-44,M,10,621591,91,163.36,5,1,False,0.0001,1.7952,32.672,163.36,0.0549,0.2,1
1121440,1178,144597,40-44,M,10,250499,36,58.14000005,3,1,False,0.0001,1.615,19.38,58.14,0.0833,0.3333,1
1121442,1178,144597,40-44,M,10,131637,18,29.30999982,2,1,False,0.0001,1.6283,14.655,29.31,0.1111,0.5,1
1121443,1178,144597,40-44,M,10,463813,69,116.3399996,4,2,False,0.0001,1.6861,29.085,58.17,0.058,0.5,1
1121444,1178,144597,40-44,M,10,211767,35,60.89999914,5,1,False,0.0002,1.74,12.18,60.9,0.1429,0.2,1
1121446,1178,144598,40-44,M,15,163181,26,40.02000093,1,1,False,0.0002,1.5392,40.02,40.02,0.0385,1.0,1
1121451,1178,144599,40-44,M,16,1117385,147,260.0699984,11,2,False,0.0001,1.7692,23.6427,130.035,0.0748,0.1818,1
1121452,1178,144599,40-44,M,16,1663441,205,359.4700001,17,6,False,0.0001,1.7535,21.1453,59.9117,0.0829,0.3529,1
1121453,1178,144599,40-44,M,16,455248,54,105.7099996,5,2,False,0.0001,1.9576,21.142,52.855,0.0926,0.4,1
1121454,1178,144599,40-44,M,16,75589,6,10.66000009,1,1,False,0.0001,1.7767,10.66,10.66,0.1667,1.0,1
1121455,1178,144599,40-44,M,16,594267,82,143.3000009,3,2,False,0.0001,1.7476,47.7667,71.65,0.0366,0.6667,1
1121456,1178,144599,40-44,M,16,315281,35,65.02999854,1,0,False,0.0001,1.858,65.03,,0.0286,0.0,0
1121464,1178,144601,40-44,M,19,363456,71,117.5599997,7,1,False,0.0002,1.6558,16.7943,117.56,0.0986,0.1429,1
1121466,1178,144601,40-44,M,19,438983,81,143.4300001,3,1,False,0.0002,1.7707,47.81,143.43,0.037,0.3333,1
1121467,1178,144601,40-44,M,19,42563,5,9.659999847,1,1,False,0.0001,1.932,9.66,9.66,0.2,1.0,1
1121469,1178,144602,40-44,M,20,399035,75,124.7999995,7,3,False,0.0002,1.664,17.8286,41.6,0.0933,0.4286,1
1121471,1178,144602,40-44,M,20,304680,59,98.55000019,3,0,False,0.0002,1.6703,32.85,,0.0508,0.0,0
1121472,1178,144602,40-44,M,20,140596,23,40.77000022,1,0,False,0.0002,1.7726,40.77,,0.0435,0.0,0
1121473,1178,144602,40-44,M,20,439986,80,134.8799999,4,3,False,0.0002,1.686,33.72,44.96,0.05,0.75,1
1121474,1178,144602,40-44,M,20,75803,11,19.3599999,2,2,False,0.0001,1.76,9.68,9.68,0.1818,1.0,1
1121477,1178,144603,40-44,M,21,7073,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121481,1178,144604,40-44,M,22,153586,28,43.01000035,2,0,False,0.0002,1.5361,21.505,,0.0714,0.0,0
1121482,1178,144604,40-44,M,22,180815,31,42.62999976,1,0,False,0.0002,1.3752,42.63,,0.0323,0.0,0
1121483,1178,144604,40-44,M,22,253169,51,75.78999984,1,0,False,0.0002,1.4861,75.79,,0.0196,0.0,0
1121484,1178,144604,40-44,M,22,34453,5,7.710000038,1,1,False,0.0001,1.542,7.71,7.71,0.2,1.0,1
1121487,1178,144605,40-44,M,23,51550,8,14.03999984,1,0,False,0.0002,1.755,14.04,,0.125,0.0,0
